epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.9991508722305298,0.2642415761947632,1.7408581972122192,0.25886523723602295
2,1.515539288520813,0.39745399355888367,1.3080852031707764,0.4964539110660553
3,1.333146572113037,0.4797460734844208,1.4162827730178833,0.4645390212535858
4,1.2467761039733887,0.5112186074256897,1.1802268028259277,0.5482269525527954
5,1.1951451301574707,0.5383917689323425,1.1157686710357666,0.5751773118972778
6,1.1613774299621582,0.5479309558868408,1.1146206855773926,0.5843971371650696
7,1.1266019344329834,0.5614335536956787,1.0755422115325928,0.5815602540969849
8,1.0959242582321167,0.5771530270576477,1.0481539964675903,0.6042553186416626
9,1.0728168487548828,0.587162435054779,1.014534831047058,0.6297872066497803
10,1.0486769676208496,0.5997917652130127,1.0524178743362427,0.6000000238418579
11,1.030015468597412,0.6066438555717468,1.0134063959121704,0.631205677986145
12,1.0029170513153076,0.6181647181510925,1.0146653652191162,0.6304964423179626
13,0.9878944158554077,0.6223297119140625,1.0086044073104858,0.632624089717865
14,0.9705607295036316,0.6307940483093262,0.9931036233901978,0.6361702084541321
15,0.950141191482544,0.6414416432380676,1.025873064994812,0.6212766170501709
16,0.932330310344696,0.6470509171485901,0.94218510389328,0.6460992693901062
17,0.9207825064659119,0.6513502597808838,1.0471044778823853,0.5971631407737732
18,0.9033557176589966,0.6584038734436035,0.9585598111152649,0.6439716219902039
19,0.8872276544570923,0.664013147354126,0.9513049125671387,0.6418439745903015
20,0.8717734217643738,0.6727126240730286,0.9562186598777771,0.6446808576583862
21,0.8629512786865234,0.6763401627540588,0.9039629697799683,0.6659574508666992
22,0.8483079671859741,0.6818823218345642,0.9214618802070618,0.6659574508666992
23,0.8254691362380981,0.6916229724884033,0.9799999594688416,0.6460992693901062
24,0.8208635449409485,0.6938398480415344,0.990110456943512,0.6453900933265686
25,0.8023145198822021,0.7015652060508728,0.9274120330810547,0.6631205677986145
26,0.7903143763542175,0.701833963394165,0.9304006099700928,0.6567375659942627
27,0.7793919444084167,0.7122799754142761,0.9437514543533325,0.6617021560668945
28,0.7733495235443115,0.7147655487060547,0.9337056875228882,0.6560283899307251
29,0.7620596289634705,0.7169488072395325,0.9954199194908142,0.6517730355262756
30,0.7475969791412354,0.7225580811500549,0.9603790640830994,0.6588652729988098
31,0.7374764084815979,0.7245062589645386,0.9623728394508362,0.6517730355262756
32,0.7276970744132996,0.7277979254722595,0.97169429063797,0.6489361524581909
33,0.7158154845237732,0.7351202368736267,0.9657781720161438,0.673758864402771
34,0.7034574747085571,0.7419387102127075,0.926115095615387,0.6645389795303345
35,0.6924641132354736,0.7428456544876099,0.9994421005249023,0.6546099185943604
36,0.6810228824615479,0.7478167414665222,0.9703832268714905,0.6588652729988098
37,0.6836416125297546,0.7464060187339783,1.0021690130233765,0.6489361524581909
38,0.6687058806419373,0.7557436227798462,0.9718044400215149,0.675177276134491
39,0.6639310121536255,0.7554077506065369,0.9861949682235718,0.6602836847305298
40,0.650746762752533,0.7622262239456177,1.0255789756774902,0.6595744490623474
41,0.645957350730896,0.7621254920959473,0.9440518021583557,0.6808510422706604
42,0.6419237852096558,0.7653836011886597,0.9619402885437012,0.6730496287345886
43,0.6307985186576843,0.7661225199699402,1.0632375478744507,0.6446808576583862
44,0.6240209937095642,0.7742173671722412,1.0396084785461426,0.6560283899307251
45,0.6192283630371094,0.7718325853347778,1.0186586380004883,0.6602836847305298
46,0.6184437274932861,0.7728066444396973,0.9975484609603882,0.675177276134491
47,0.6011553406715393,0.7788190245628357,1.0870229005813599,0.6425532102584839
48,0.6022422909736633,0.7794235944747925,1.0187920331954956,0.6617021560668945
49,0.5979822278022766,0.7825137972831726,1.003958821296692,0.6702127456665039
50,0.5872946381568909,0.7862421274185181,0.9906867146492004,0.6652482151985168
51,0.5789818167686462,0.7901719808578491,1.0147275924682617,0.6765957474708557
52,0.573551595211029,0.7905078530311584,0.9865254163742065,0.6652482151985168
53,0.5660333037376404,0.7949751615524292,0.9853795170783997,0.6687943339347839
54,0.5628891587257385,0.7981324791908264,1.0245660543441772,0.6581560373306274
55,0.5527832508087158,0.7978301644325256,0.9857807755470276,0.6858156323432922
56,0.5554289817810059,0.798166036605835,1.0465915203094482,0.6687943339347839
57,0.5445526838302612,0.8030363917350769,1.0358508825302124,0.6794326305389404
58,0.534258246421814,0.8037753701210022,1.0617589950561523,0.6659574508666992
59,0.5438741445541382,0.8024318218231201,1.0397599935531616,0.6822695136070251
60,0.5323359370231628,0.8075037002563477,1.13086998462677,0.6617021560668945
61,0.5333247780799866,0.8062609434127808,1.0422641038894653,0.6709219813346863
62,0.5261640548706055,0.809015154838562,1.0632398128509521,0.6546099185943604
63,0.5131045579910278,0.8151283264160156,1.0689101219177246,0.6914893388748169
64,0.5147004723548889,0.8142214417457581,1.0177892446517944,0.6907801628112793
65,0.5075103044509888,0.8162702918052673,1.0455983877182007,0.6765957474708557
66,0.5061964392662048,0.8175802826881409,1.048029899597168,0.6666666865348816
67,0.4963684678077698,0.8206704258918762,1.070298433303833,0.6666666865348816
68,0.5041099786758423,0.8146580457687378,1.1275339126586914,0.6468085050582886
69,0.49009954929351807,0.824029266834259,1.141709804534912,0.6489361524581909
70,0.49022766947746277,0.8202337622642517,1.0484422445297241,0.6744681000709534
71,0.4932732582092285,0.8228873014450073,1.0687419176101685,0.6709219813346863
72,0.47829678654670715,0.8271530270576477,1.0829598903656006,0.6716312170028687
73,0.478794664144516,0.8231559991836548,1.0808002948760986,0.6794326305389404
74,0.4714638292789459,0.8286645412445068,1.0616697072982788,0.673758864402771
75,0.470367431640625,0.8288660645484924,1.1065731048583984,0.6602836847305298
76,0.46922028064727783,0.8289667963981628,1.09996497631073,0.6631205677986145
77,0.4613880217075348,0.8346768617630005,1.091640830039978,0.6801418662071228
78,0.45531317591667175,0.8350463509559631,1.1016571521759033,0.6645389795303345
79,0.4597439169883728,0.8331654071807861,1.111669659614563,0.6709219813346863
80,0.45922666788101196,0.8356845378875732,1.0604082345962524,0.6695035696029663
81,0.4442277252674103,0.8393120765686035,1.0991721153259277,0.6666666865348816
82,0.4460914433002472,0.8387075066566467,1.1101267337799072,0.6744681000709534
83,0.4504960775375366,0.8359532356262207,1.0786535739898682,0.6645389795303345
84,0.44479021430015564,0.8405884504318237,1.1102803945541382,0.6744681000709534
85,0.4309614300727844,0.8446527123451233,1.0868958234786987,0.6695035696029663
