epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.229097843170166,0.5172391533851624,1.4139472246170044,0.4699738919734955
2,0.7457623481750488,0.6865079402923584,0.6640297174453735,0.7219321131706238
3,0.5975208878517151,0.7529274225234985,0.5539282560348511,0.7819843292236328
4,0.5306507349014282,0.7884465456008911,0.6285400986671448,0.7610965967178345
5,0.49349233508110046,0.806010901927948,0.46802136301994324,0.8172323703765869
6,0.46149852871894836,0.8216237425804138,0.5459898114204407,0.7911227345466614
7,0.4340207278728485,0.8346344232559204,0.4227500557899475,0.8472585082054138
8,0.42516717314720154,0.8372365236282349,0.3958755433559418,0.8511749505996704
9,0.4122985899448395,0.8400338292121887,0.5725272297859192,0.7715404629707336
10,0.3953602910041809,0.8510278463363647,0.4431353807449341,0.8328981995582581
11,0.3789955973625183,0.8564272522926331,0.38569656014442444,0.8694517016410828
12,0.37801986932754517,0.8588342666625977,0.368415892124176,0.8563968539237976
13,0.36626940965652466,0.8625422716140747,0.38434261083602905,0.852480411529541
14,0.3557452857494354,0.8663153648376465,0.35900893807411194,0.877284586429596
15,0.35509800910949707,0.8629976511001587,0.3778919279575348,0.8668407201766968
16,0.34019821882247925,0.8705438375473022,0.3300759494304657,0.8903394341468811
17,0.3303833305835724,0.8758782148361206,0.3460474908351898,0.8681462407112122
18,0.3197314739227295,0.8773744702339172,0.44315943121910095,0.8446475267410278
19,0.31777217984199524,0.8819932341575623,0.3489648103713989,0.8733681440353394
20,0.31080082058906555,0.8838147521018982,0.34277722239494324,0.8707571625709534
21,0.3053323030471802,0.8848555684089661,0.3564281761646271,0.8798955678939819
22,0.2917070984840393,0.8940281271934509,0.46149876713752747,0.8250652551651001
23,0.29579824209213257,0.8885636329650879,0.33462974429130554,0.8851174712181091
24,0.28501826524734497,0.8929222226142883,0.47590067982673645,0.8263707756996155
25,0.2782851457595825,0.898581862449646,0.31406664848327637,0.9033942818641663
26,0.26718059182167053,0.9030054807662964,0.34449073672294617,0.8864229917526245
27,0.2756684422492981,0.8978662490844727,0.35253751277923584,0.8720626831054688
28,0.26619455218315125,0.9023549556732178,0.30342820286750793,0.9033942818641663
29,0.2506023347377777,0.9064533114433289,0.3492991030216217,0.8825065493583679
30,0.2529728412628174,0.9067785739898682,0.3510589599609375,0.8864229917526245
31,0.25371816754341125,0.9074941277503967,0.38514649868011475,0.8785901069641113
32,0.23970521986484528,0.9132188558578491,0.37603193521499634,0.8733681440353394
33,0.22965388000011444,0.9153655767440796,0.4193609952926636,0.857702374458313
34,0.2316969484090805,0.9148451685905457,0.3485105335712433,0.8916448950767517
35,0.22335372865200043,0.9195940494537354,0.3330380618572235,0.8903394341468811
